World Number_Robots Assigner Percentage Time Total_Distance Distance_Robot_0 Distance_Robot_1 Distance_Robot_2 Distance_Robot_3 Distance_Robot_4 Distance_Robot_5
belgioioso 3 Stupid 90 314.7 297.77 17.52 79.70 200.56 0.0 0.0 0.0
belgioioso 3 Stupid 95 320.8 303.95 17.52 79.70 206.74 0.0 0.0 0.0
belgioioso 3 Stupid 98 324.7 308.12 17.52 79.70 210.91 0.0 0.0 0.0
belgioioso 4 Auction 50 46.6 49.47 10.48 12.57 5.66 20.76 0.0 0.0
belgioioso 4 Auction 75 104.6 115.42 10.50 25.86 35.19 43.88 0.0 0.0
belgioioso 4 Auction 90 145.7 148.16 10.50 37.91 39.00 60.75 0.0 0.0
belgioioso 4 Auction 95 157.6 158.99 18.65 38.97 40.61 60.75 0.0 0.0
belgioioso 4 Auction 98 160.6 163.59 22.05 39.80 40.80 60.95 0.0 0.0
belgioioso 4 Auction 50 66.4 71.09 11.37 12.21 7.13 40.38 0.0 0.0
belgioioso 4 Auction 75 183.6 174.81 11.37 12.21 55.21 96.02 0.0 0.0
belgioioso 4 Auction 90 272.5 233.91 11.37 12.21 61.50 148.82 0.0 0.0
belgioioso 4 Auction 95 277.5 238.88 11.37 12.21 65.74 149.55 0.0 0.0
belgioioso 4 Auction 98 297.5 246.71 11.37 12.21 68.74 154.39 0.0 0.0
belgioioso 4 Stupid 50 35.5 68.47 12.43 8.79 22.86 24.39 0.0 0.0
belgioioso 4 Stupid 75 49.5 102.27 20.44 18.88 29.90 33.05 0.0 0.0
belgioioso 4 Stupid 90 94.6 156.08 28.21 25.87 60.94 41.05 0.0 0.0
belgioioso 4 Stupid 95 100.5 162.57 28.21 25.87 67.44 41.05 0.0 0.0
belgioioso 4 Stupid 98 104.5 166.96 28.21 25.87 71.82 41.05 0.0 0.0
belgioioso 2 Auction 50 31.8 29.88 15.21 14.67 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 55.8 50.04 26.98 23.06 0.0 0.0 0.0 0.0
belgioioso 2 Auction 90 246.8 121.39 93.63 27.76 0.0 0.0 0.0 0.0
belgioioso 2 Auction 95 259.8 126.51 98.75 27.76 0.0 0.0 0.0 0.0
belgioioso 2 Auction 98 274.8 131.64 103.87 27.76 0.0 0.0 0.0 0.0
belgioioso 4 Hungarian 50 29.5 64.02 14.48 13.20 17.98 18.36 0.0 0.0
belgioioso 4 Hungarian 75 105.6 114.11 37.62 33.98 22.62 19.89 0.0 0.0
belgioioso 4 Hungarian 90 160.5 204.35 73.88 60.75 49.83 19.89 0.0 0.0
belgioioso 4 Hungarian 95 161.5 206.43 74.24 61.35 50.96 19.89 0.0 0.0
belgioioso 2 Hungarian 50 38.8 51.88 30.82 21.06 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 77.8 78.77 49.85 28.92 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 116.8 100.89 71.57 29.32 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 95 130.8 107.99 78.66 29.32 0.0 0.0 0.0 0.0
belgioioso 3 Stupid 50 32.5 50.94 15.83 18.24 16.86 0.0 0.0 0.0
belgioioso 3 Stupid 75 134.5 105.54 18.61 20.83 66.11 0.0 0.0 0.0
belgioioso 3 Stupid 90 300.6 208.54 18.61 20.83 169.11 0.0 0.0 0.0
belgioioso 3 Stupid 50 27.4 42.57 18.83 11.93 11.81 0.0 0.0 0.0
belgioioso 3 Stupid 75 127.5 185.06 48.79 80.36 55.91 0.0 0.0 0.0
belgioioso 3 Stupid 90 147.5 202.63 53.69 86.12 62.82 0.0 0.0 0.0
belgioioso 3 Stupid 95 148.5 203.95 53.88 86.12 63.95 0.0 0.0 0.0
belgioioso 3 Stupid 98 150.5 208.34 55.35 86.78 66.21 0.0 0.0 0.0
belgioioso 3 Stupid 50 31.5 53.69 12.83 20.98 19.88 0.0 0.0 0.0
belgioioso 3 Stupid 75 75.5 131.47 19.93 60.65 50.89 0.0 0.0 0.0
belgioioso 3 Stupid 90 87.5 149.33 25.82 62.97 60.54 0.0 0.0 0.0
belgioioso 5 Stupid 50 29.4 72.18 12.35 13.96 14.56 18.02 13.29 0.0
belgioioso 5 Stupid 75 45.4 117.13 25.01 23.28 23.83 24.29 20.72 0.0
belgioioso 5 Stupid 90 90.5 225.36 45.11 36.26 33.53 53.24 57.22 0.0
belgioioso 5 Stupid 95 95.5 238.79 45.11 36.26 38.45 56.54 62.43 0.0
belgioioso 5 Stupid 98 99.5 251.21 45.11 36.26 42.63 60.71 66.49 0.0
belgioioso 3 Hungarian 50 40.6 44.05 2.92 10.65 30.48 0.0 0.0 0.0
belgioioso 3 Hungarian 75 86.6 113.96 35.97 28.35 49.64 0.0 0.0 0.0
belgioioso 3 Hungarian 90 119.6 175.06 54.48 46.22 74.36 0.0 0.0 0.0
belgioioso 3 Hungarian 95 199.6 197.37 54.69 46.22 96.46 0.0 0.0 0.0
belgioioso 3 Hungarian 98 220.6 199.06 54.69 46.22 98.14 0.0 0.0 0.0
belgioioso 5 Hungarian 50 35.5 65.04 10.82 10.52 16.16 14.12 13.43 0.0
belgioioso 5 Hungarian 75 73.6 136.09 31.03 21.42 27.89 19.90 35.85 0.0
belgioioso 5 Hungarian 90 108.6 185.70 37.71 34.86 32.45 31.78 48.90 0.0
belgioioso 5 Hungarian 95 114.6 203.90 37.71 38.33 37.14 37.64 53.08 0.0
belgioioso 5 Hungarian 98 116.7 207.73 37.71 38.95 38.09 39.91 53.08 0.0
belgioioso 5 Stupid 50 35.9 54.69 3.61 11.66 9.35 20.83 9.24 0.0
belgioioso 5 Stupid 75 69.9 114.74 20.09 15.35 26.38 22.63 30.29 0.0
belgioioso 5 Stupid 90 150.9 221.30 47.73 50.14 26.76 66.03 30.65 0.0
belgioioso 5 Stupid 95 152.1 223.72 48.94 50.28 26.76 67.09 30.65 0.0
belgioioso 5 Stupid 98 161.0 238.06 55.03 53.48 26.76 72.14 30.65 0.0
belgioioso 4 Auction 50 58.0 51.26 9.61 11.60 5.67 24.38 0.0 0.0
belgioioso 4 Auction 75 226.1 119.75 9.61 11.93 30.86 67.35 0.0 0.0
belgioioso 4 Auction 90 287.1 165.63 9.61 26.21 41.36 88.45 0.0 0.0
belgioioso 4 Auction 95 310.0 188.01 9.67 27.90 52.13 98.31 0.0 0.0
belgioioso 4 Auction 98 321.0 193.27 9.67 31.19 52.13 100.28 0.0 0.0
belgioioso 3 Auction 50 40.2 40.79 9.62 11.99 19.17 0.0 0.0 0.0
belgioioso 3 Auction 75 112.2 87.59 18.04 35.60 33.95 0.0 0.0 0.0
belgioioso 3 Auction 90 353.2 227.05 46.34 41.91 138.79 0.0 0.0 0.0
belgioioso 5 Stupid 50 36.7 57.03 11.54 11.89 8.57 13.45 11.58 0.0
belgioioso 5 Stupid 75 87.7 182.89 31.07 34.25 36.41 43.25 37.91 0.0
belgioioso 5 Stupid 90 92.7 197.14 33.19 36.82 40.67 45.12 41.35 0.0
belgioioso 5 Stupid 95 101.9 206.25 33.36 37.95 40.91 51.46 42.58 0.0
belgioioso 5 Stupid 98 108.9 212.47 33.36 38.22 40.91 54.63 45.35 0.0
belgioioso 5 Hungarian 50 47.7 69.31 10.08 8.17 15.52 18.80 16.74 0.0
belgioioso 5 Hungarian 75 70.9 102.77 11.02 15.50 20.08 26.01 30.16 0.0
belgioioso 5 Hungarian 90 99.8 125.50 11.02 21.40 28.69 26.25 38.14 0.0
belgioioso 5 Hungarian 95 103.9 128.09 11.02 21.50 28.69 26.25 40.63 0.0
belgioioso 5 Hungarian 98 118.9 135.32 11.02 21.82 30.47 26.25 45.76 0.0
belgioioso 3 Auction 50 35.2 36.18 11.67 9.78 14.74 0.0 0.0 0.0
belgioioso 3 Auction 75 85.10000000000001 92.11 24.90 34.05 33.15 0.0 0.0 0.0
belgioioso 3 Auction 90 155.1 126.41 24.90 51.50 50.01 0.0 0.0 0.0
belgioioso 3 Auction 95 156.1 127.61 24.90 52.02 50.69 0.0 0.0 0.0
belgioioso 3 Auction 98 173.1 136.35 24.90 53.24 58.21 0.0 0.0 0.0
belgioioso 2 Auction 50 41.1 28.36 17.99 10.37 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 103.1 70.79 41.08 29.71 0.0 0.0 0.0 0.0
belgioioso 2 Auction 90 195.1 124.55 75.33 49.23 0.0 0.0 0.0 0.0
belgioioso 2 Auction 95 217.1 136.38 83.60 52.78 0.0 0.0 0.0 0.0
belgioioso 2 Auction 98 222.2 140.19 84.50 55.69 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 25.9 31.25 14.07 17.18 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 86.9 94.19 49.46 44.74 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 112.0 124.53 68.95 55.58 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 143.0 159.20 81.30 77.90 0.0 0.0 0.0 0.0
belgioioso 5 Stupid 50 45.5 66.10 7.55 10.34 18.54 16.89 12.77 0.0
belgioioso 5 Stupid 75 231.8 174.15 7.67 24.76 59.60 19.91 62.20 0.0
belgioioso 5 Stupid 90 298.9 245.96 7.67 35.50 79.66 44.62 78.51 0.0
belgioioso 2 Auction 50 42.0 25.04 14.24 10.80 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 74.0 44.37 21.12 23.25 0.0 0.0 0.0 0.0
belgioioso 2 Auction 90 128.0 84.31 43.55 40.76 0.0 0.0 0.0 0.0
belgioioso 2 Auction 95 134.0 93.57 48.52 45.05 0.0 0.0 0.0 0.0
belgioioso 2 Auction 98 139.1 101.98 51.73 50.25 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 50 38.1 52.50 28.36 24.14 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 93.1 87.58 44.15 43.43 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 182.1 124.44 51.09 73.35 0.0 0.0 0.0 0.0
belgioioso 2 Auction 50 72.1 30.12 19.26 10.86 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 113.1 59.19 32.87 26.32 0.0 0.0 0.0 0.0
belgioioso 2 Auction 90 223.1 113.03 77.19 35.84 0.0 0.0 0.0 0.0
belgioioso 2 Auction 95 255.1 118.12 82.28 35.84 0.0 0.0 0.0 0.0
belgioioso 2 Auction 98 258.1 120.67 84.83 35.84 0.0 0.0 0.0 0.0
belgioioso 2 Auction 50 46.9 39.14 25.54 13.59 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 202.9 89.95 25.54 64.41 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 50 34.4 56.78 30.35 26.42 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 64.4 77.11 49.05 28.05 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 50 32.0 51.29 26.91 24.38 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 66.0 76.78 33.91 42.86 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 107.0 101.13 34.45 66.68 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 95 114.0 109.27 41.73 67.54 0.0 0.0 0.0 0.0
belgioioso 4 Hungarian 50 29.4 51.32 6.03 8.72 19.15 17.42 0.0 0.0
belgioioso 5 Auction 50 60.5 52.14 2.83 4.24 14.11 16.38 14.58 0.0
belgioioso 5 Auction 75 89.5 70.03 2.83 4.24 23.55 22.60 16.82 0.0
belgioioso 5 Auction 90 168.6 142.95 2.88 4.24 23.55 62.43 49.85 0.0
belgioioso 5 Auction 95 176.5 156.53 9.12 4.24 23.55 62.77 56.84 0.0
belgioioso 5 Auction 98 184.6 173.41 17.82 4.24 23.55 69.35 58.45 0.0
belgioioso 3 Hungarian 50 36.5 56.45 23.56 15.22 17.66 0.0 0.0 0.0
belgioioso 3 Hungarian 75 99.6 117.84 52.31 29.20 36.33 0.0 0.0 0.0
belgioioso 3 Hungarian 90 149.6 157.08 77.76 29.20 50.12 0.0 0.0 0.0
belgioioso 3 Hungarian 95 289.6 201.54 78.42 29.20 93.92 0.0 0.0 0.0
belgioioso 2 Stupid 50 47.5 48.81 24.30 24.51 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 123.5 150.89 62.28 88.62 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 155.5 182.29 72.49 109.80 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 162.5 188.98 73.39 115.60 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 163.5 190.54 74.41 116.13 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 50 29.4 43.11 18.76 24.35 0.0 0.0 0.0 0.0
belgioioso 5 Hungarian 50 31.5 78.21 12.40 15.51 16.70 18.52 15.07 0.0
belgioioso 5 Hungarian 75 60.6 154.69 33.46 34.75 23.84 25.75 36.89 0.0
belgioioso 5 Hungarian 90 80.6 197.02 38.74 34.94 37.31 38.10 47.93 0.0
belgioioso 5 Hungarian 95 110.6 252.73 46.29 48.02 51.37 38.10 68.94 0.0
belgioioso 5 Hungarian 98 118.6 265.42 46.29 53.93 57.24 38.10 69.85 0.0
belgioioso 2 Auction 50 55.3 35.46 21.88 13.58 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 107.3 80.79 45.46 35.33 0.0 0.0 0.0 0.0
belgioioso 2 Auction 90 149.3 106.42 56.14 50.28 0.0 0.0 0.0 0.0
belgioioso 2 Auction 95 174.4 114.21 62.12 52.09 0.0 0.0 0.0 0.0
belgioioso 2 Auction 98 178.3 117.17 62.14 55.04 0.0 0.0 0.0 0.0
belgioioso 4 Stupid 50 37.3 58.95 4.72 15.42 16.93 21.88 0.0 0.0
belgioioso 4 Stupid 75 80.3 110.21 18.59 15.42 25.70 50.50 0.0 0.0
belgioioso 4 Stupid 90 94.3 125.16 22.58 15.42 27.73 59.43 0.0 0.0
belgioioso 4 Stupid 95 108.3 140.43 23.88 16.89 34.36 65.31 0.0 0.0
belgioioso 4 Stupid 98 120.3 171.42 27.14 25.49 46.83 71.96 0.0 0.0
belgioioso 5 Hungarian 50 36.3 75.54 14.10 11.86 15.77 17.12 16.69 0.0
belgioioso 5 Hungarian 75 125.3 170.21 49.87 38.62 41.32 22.91 17.50 0.0
belgioioso 5 Stupid 50 29.5 66.12 12.21 14.63 6.94 18.21 14.13 0.0
belgioioso 5 Stupid 75 76.6 154.76 29.03 32.67 22.79 38.58 31.69 0.0
belgioioso 5 Stupid 90 113.6 201.90 45.44 42.82 22.79 59.15 31.69 0.0
belgioioso 5 Stupid 95 319.6 337.59 47.12 165.84 22.79 70.15 31.69 0.0
belgioioso 5 Stupid 98 325.6 338.79 47.12 167.04 22.79 70.15 31.69 0.0
belgioioso 3 Stupid 50 42.6 50.62 12.70 11.84 26.08 0.0 0.0 0.0
belgioioso 3 Stupid 75 133.6 144.72 43.11 28.18 73.43 0.0 0.0 0.0
belgioioso 5 Stupid 50 40.3 68.98 7.90 10.26 13.78 12.01 25.02 0.0
belgioioso 5 Stupid 75 144.3 191.55 7.90 55.77 18.00 47.20 62.68 0.0
belgioioso 5 Stupid 90 171.3 204.91 9.17 62.03 18.00 47.95 67.77 0.0
belgioioso 5 Stupid 95 194.3 232.90 25.89 62.03 18.00 51.56 75.42 0.0
belgioioso 5 Stupid 98 200.5 240.52 29.81 62.03 18.00 53.30 77.38 0.0
belgioioso 2 Hungarian 50 48.3 41.05 16.01 25.04 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 83.3 60.01 17.29 42.72 0.0 0.0 0.0 0.0
belgioioso 5 Auction 50 54.1 48.50 2.83 4.24 16.53 10.40 14.50 0.0
belgioioso 5 Auction 75 141.2 100.16 3.15 4.24 28.21 34.60 29.96 0.0
belgioioso 5 Auction 90 182.2 174.60 21.88 4.24 46.59 60.06 41.82 0.0
belgioioso 5 Auction 95 192.2 186.19 23.12 4.24 48.41 67.98 42.44 0.0
belgioioso 5 Auction 98 221.3 209.71 29.36 4.24 49.01 75.89 51.21 0.0
belgioioso 5 Hungarian 50 39.3 63.55 10.05 4.24 18.47 14.07 16.73 0.0
belgioioso 5 Hungarian 75 66.3 87.76 14.72 4.24 24.47 14.07 30.26 0.0
belgioioso 5 Hungarian 90 100.4 122.75 20.94 4.24 34.89 16.23 46.45 0.0
belgioioso 5 Hungarian 95 116.4 147.81 22.12 5.97 40.07 24.48 55.18 0.0
belgioioso 5 Hungarian 98 118.3 151.66 22.12 7.24 40.07 25.19 57.05 0.0
belgioioso 3 Hungarian 50 41.300000000000004 64.04 20.98 26.29 16.77 0.0 0.0 0.0
belgioioso 3 Hungarian 75 81.19999999999999 113.97 38.95 31.02 44.00 0.0 0.0 0.0
belgioioso 3 Hungarian 90 95.3 150.45 50.82 40.56 59.07 0.0 0.0 0.0
belgioioso 3 Hungarian 95 157.29999999999998 195.40 68.25 47.77 79.37 0.0 0.0 0.0
belgioioso 3 Hungarian 98 165.29999999999998 203.27 72.62 47.77 82.87 0.0 0.0 0.0
belgioioso 3 Stupid 50 35.6 51.70 24.10 11.81 15.80 0.0 0.0 0.0
belgioioso 3 Stupid 75 78.6 109.73 41.69 27.26 40.78 0.0 0.0 0.0
belgioioso 3 Stupid 90 124.6 176.41 63.33 47.96 65.12 0.0 0.0 0.0
belgioioso 3 Stupid 95 131.6 187.80 70.33 49.02 68.45 0.0 0.0 0.0
belgioioso 3 Stupid 98 144.6 194.82 75.26 49.22 70.34 0.0 0.0 0.0
belgioioso 4 Hungarian 50 32.1 58.97 13.05 10.79 18.35 16.78 0.0 0.0
belgioioso 4 Hungarian 75 97.2 138.65 18.40 39.06 19.85 61.33 0.0 0.0
belgioioso 3 Hungarian 50 34.099999999999994 54.27 9.86 22.25 22.16 0.0 0.0 0.0
belgioioso 3 Hungarian 75 141.10000000000002 144.45 31.70 64.50 48.26 0.0 0.0 0.0
belgioioso 5 Auction 50 99.2 55.42 2.83 4.24 14.15 15.11 19.10 0.0
belgioioso 2 Stupid 50 48.3 60.89 30.66 30.22 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 137.3 120.75 53.24 67.51 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 175.3 161.99 68.49 93.50 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 226.3 194.20 86.45 107.76 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 228.3 197.04 88.01 109.03 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 50 38.6 51.15 29.87 21.28 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 83.5 100.98 54.70 46.28 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 186.6 185.58 96.41 89.17 0.0 0.0 0.0 0.0
belgioioso 5 Stupid 50 43.699999999999996 55.84 4.22 13.39 8.26 10.61 19.36 0.0
belgioioso 5 Stupid 75 58.8 81.37 7.55 16.57 9.76 22.56 24.93 0.0
belgioioso 5 Stupid 90 181.9 192.16 44.39 27.92 14.98 71.57 33.30 0.0
belgioioso 5 Stupid 95 230.9 234.61 57.92 49.89 14.98 78.53 33.30 0.0
belgioioso 3 Stupid 50 69.3 56.27 18.00 9.47 28.80 0.0 0.0 0.0
belgioioso 3 Stupid 75 213.4 102.07 18.24 21.26 62.57 0.0 0.0 0.0
belgioioso 3 Stupid 90 293.3 166.17 31.43 40.59 94.15 0.0 0.0 0.0
belgioioso 3 Stupid 95 300.3 177.85 32.30 46.71 98.84 0.0 0.0 0.0
belgioioso 6 Hungarian 50 62.0 63.78 10.38 11.79 10.48 2.83 14.32 14.00
belgioioso 6 Hungarian 75 100.0 110.10 12.97 11.79 32.71 4.75 32.71 15.18
belgioioso 6 Hungarian 90 164.1 182.13 26.60 11.79 35.04 29.99 63.52 15.18
belgioioso 6 Hungarian 95 197.1 231.39 26.60 11.79 35.04 52.89 89.88 15.18
belgioioso 6 Hungarian 98 210.0 237.24 26.60 11.79 35.04 56.00 92.62 15.18
belgioioso 6 Stupid 50 34.4 73.79 17.46 13.48 9.74 7.59 7.96 17.54
belgioioso 6 Stupid 75 52.4 124.25 26.92 26.78 22.37 11.03 11.79 25.34
belgioioso 6 Stupid 90 59.7 159.58 34.84 34.60 26.68 17.77 14.41 31.28
belgioioso 6 Stupid 95 117.6 288.86 54.39 82.13 40.14 32.70 45.79 33.71
belgioioso 6 Stupid 98 119.5 291.06 54.39 82.54 40.14 32.70 47.58 33.71
belgioioso 6 Stupid 50 31.3 72.84 14.76 4.26 5.66 12.93 19.77 15.46
belgioioso 6 Stupid 75 47.4 129.47 23.78 11.82 18.18 19.86 31.81 24.02
belgioioso 6 Stupid 90 148.5 335.90 45.46 35.34 55.63 58.62 76.12 64.74
belgioioso 6 Stupid 95 151.4 338.93 45.46 35.34 55.63 60.94 76.37 65.20
belgioioso 6 Stupid 98 158.5 351.50 45.46 35.34 55.75 66.37 77.97 70.62
belgioioso 6 Auction 50 91.6 54.58 2.83 4.24 26.69 2.83 12.99 5.00
belgioioso 6 Hungarian 50 48.4 57.81 5.34 12.71 13.44 2.83 9.78 13.71
belgioioso 6 Hungarian 75 110.3 139.87 31.14 32.61 13.44 9.49 21.84 31.36
belgioioso 6 Hungarian 90 131.3 168.27 32.97 32.61 13.44 9.49 33.30 46.46
belgioioso 6 Hungarian 95 141.7 171.34 33.29 32.61 13.47 9.49 35.41 47.07
belgioioso 6 Hungarian 98 159.4 188.56 33.29 32.61 27.45 9.49 37.55 48.16
belgioioso 6 Auction 50 59.3 63.33 2.83 4.24 14.29 10.33 16.51 15.13
belgioioso 6 Auction 75 109.2 140.20 2.83 4.24 26.17 25.45 36.80 44.71
belgioioso 6 Auction 50 99.3 62.37 2.83 4.24 5.66 21.74 15.59 12.31
belgioioso 6 Auction 75 194.2 124.34 2.83 4.24 12.49 23.30 34.66 46.81
belgioioso 6 Auction 50 86.6 55.11 2.83 4.24 18.21 7.69 13.48 8.65
belgioioso 6 Auction 75 153.6 113.18 2.83 4.24 30.65 22.62 22.34 30.49
belgioioso 6 Auction 90 200.7 164.11 11.05 4.24 31.87 22.62 41.10 53.24
belgioioso 6 Auction 95 211.7 183.22 21.00 4.24 31.87 22.62 42.92 60.58
belgioioso 6 Auction 98 216.7 188.54 22.02 4.24 31.87 22.62 45.51 62.28
belgioioso 6 Auction 50 59.6 57.10 2.83 4.24 14.72 2.83 20.84 11.65
belgioioso 6 Auction 75 99.6 104.09 2.83 4.24 27.63 16.16 35.38 17.85
belgioioso 6 Auction 90 132.7 155.77 2.83 4.24 45.51 35.08 38.33 29.78
belgioioso 6 Auction 95 138.6 164.29 2.83 4.24 46.02 37.17 42.65 31.38
belgioioso 6 Auction 98 141.6 169.96 2.83 4.24 46.15 37.25 45.10 34.39
belgioioso 6 Stupid 50 32.6 67.39 3.82 13.70 16.44 10.38 19.25 3.81
belgioioso 6 Stupid 75 50.7 119.93 8.67 24.93 26.56 20.00 32.50 7.26
belgioioso 6 Stupid 90 124.6 259.40 26.65 45.64 52.87 44.47 46.45 43.31
belgioioso 6 Stupid 95 131.6 264.20 26.65 50.44 52.87 44.47 46.45 43.31
belgioioso 6 Stupid 98 137.7 268.58 26.65 54.82 52.87 44.47 46.45 43.31
belgioioso 6 Stupid 50 40.5 84.72 17.15 13.15 9.34 11.21 17.97 15.91
belgioioso 6 Stupid 75 68.7 137.21 18.79 23.49 17.04 20.03 37.55 20.31
belgioioso 6 Stupid 90 98.6 214.10 40.47 37.21 37.49 28.97 40.26 29.70
belgioioso 6 Stupid 95 100.5 220.37 42.51 38.33 37.86 30.34 40.26 31.08
belgioioso 6 Stupid 98 111.5 243.38 49.19 38.84 43.51 40.34 40.26 31.24
belgioioso 6 Hungarian 50 42.1 71.17 15.47 11.35 10.62 3.24 13.24 17.25
belgioioso 6 Hungarian 75 65.10000000000001 121.02 19.71 19.29 21.14 16.51 14.62 29.76
belgioioso 6 Hungarian 90 105.2 190.33 39.36 33.53 31.91 29.81 14.62 41.10
belgioioso 6 Hungarian 95 113.2 213.61 41.10 33.53 38.52 36.72 14.62 49.11
belgioioso 6 Hungarian 98 130.2 233.66 41.34 33.53 46.26 43.59 14.62 54.32
belgioioso 6 Hungarian 50 43.3 64.94 10.54 4.24 13.23 7.47 15.90 13.55
belgioioso 6 Hungarian 75 118.4 143.02 58.94 23.18 13.31 14.12 17.62 15.84
belgioioso 6 Hungarian 90 161.4 198.41 71.36 50.94 28.53 14.12 17.62 15.84
belgioioso 6 Stupid 50 38.3 61.10 17.08 4.24 14.88 3.49 7.58 13.83
belgioioso 6 Stupid 75 84.4 138.52 41.25 19.27 32.09 3.49 7.58 34.84
belgioioso 6 Stupid 90 102.4 176.03 47.17 28.29 48.36 3.49 7.58 41.14
belgioioso 6 Stupid 95 163.4 281.55 83.20 57.00 55.89 3.49 7.58 74.39
belgioioso 6 Stupid 98 166.5 284.89 83.91 57.14 55.99 3.49 7.58 76.77
belgioioso 6 Hungarian 50 45.3 59.67 7.90 11.64 5.66 2.83 18.10 13.55
belgioioso 6 Hungarian 75 67.3 102.29 11.19 26.96 14.39 2.83 28.20 18.72
belgioioso 6 Hungarian 90 105.8 161.83 27.52 34.49 15.61 14.41 43.24 26.56
belgioioso 6 Hungarian 95 114.5 183.80 35.35 42.65 17.01 16.97 44.12 27.68
belgioioso 6 Hungarian 98 120.6 192.54 36.69 43.83 19.52 18.50 44.39 29.60
belgioioso 6 Hungarian 50 59.0 70.14 4.33 18.41 16.69 2.83 12.62 15.27
belgioioso 6 Hungarian 75 140.0 143.04 45.49 19.00 22.16 10.34 30.58 15.47
belgioioso 6 Hungarian 50 72.4 48.39 11.30 4.24 5.66 2.83 9.12 15.24
belgioioso 6 Stupid 50 36.3 72.99 7.87 15.72 5.67 12.34 14.68 16.69
belgioioso 6 Stupid 75 66.6 145.34 18.39 23.89 14.69 25.32 29.43 33.61
belgioioso 6 Stupid 90 75.5 164.38 19.00 31.19 15.58 30.79 29.52 38.31
belgioioso 6 Stupid 95 140.4 247.98 19.00 36.68 15.58 56.79 63.24 56.69
belgioioso 6 Stupid 98 146.5 258.21 19.00 36.68 15.58 61.76 68.50 56.69
belgioioso 6 Hungarian 50 50.8 56.48 2.83 13.26 7.84 2.83 15.91 13.81
belgioioso 6 Hungarian 75 92.8 108.65 2.83 28.06 28.13 11.09 21.40 17.14
belgioioso 6 Hungarian 90 116.9 152.01 10.77 31.92 35.50 21.95 34.73 17.14
belgioioso 6 Hungarian 95 125.0 168.41 14.63 37.77 41.29 22.18 35.38 17.14
belgioioso 6 Hungarian 98 126.9 171.10 14.63 38.45 42.54 22.18 36.14 17.14
belgioioso 6 Hungarian 50 52.0 63.96 2.83 11.69 12.58 6.48 16.81 13.57
belgioioso 6 Hungarian 75 94.0 121.77 2.83 30.53 17.30 21.45 28.97 20.69
belgioioso 6 Hungarian 90 186.1 157.54 2.83 51.00 17.30 22.11 43.61 20.69
belgioioso 6 Hungarian 95 187.1 157.79 2.83 51.25 17.30 22.11 43.61 20.69
belgioioso 6 Stupid 50 43.8 60.14 11.52 12.44 7.69 7.87 18.58 2.04
belgioioso 6 Stupid 75 74.8 91.97 16.78 20.12 13.91 9.90 28.46 2.80
belgioioso 6 Stupid 90 192.8 198.56 22.27 56.77 36.38 9.90 70.45 2.80
belgioioso 6 Stupid 50 66.6 78.10 23.58 4.25 5.66 13.15 16.76 14.72
belgioioso 6 Stupid 75 125.7 143.16 44.68 24.82 9.15 14.53 24.09 25.90
belgioioso 6 Stupid 90 185.7 194.21 55.91 51.00 9.15 14.53 24.09 39.54
belgioioso 6 Stupid 95 237.6 250.73 71.10 67.74 9.15 14.53 24.09 64.12
belgioioso 6 Hungarian 50 60.6 65.16 10.35 10.45 14.53 7.72 8.25 13.86
